ce,12.w.europe,uk,usa,china,india,japan,world.total
1955,1663674.403,400850,1808126,350908,265527,248855,6830521.055
1956,1736764.005,405825,1843455,382892,280978,267567,7151719.45
1957,1813652.095,412315,1878063,405386,277924,287130,7423895.73
1958,1856687.095,411450,1859088,450977,299137,303857,7662286.271
1959,1952579.996,428107,1997061,457139,305499,331570,8013450.118
1960,2083673.249,452768,2046727,441694,326910,375090,8432822.174
1961,2186942.213,467694,2094396,365092,336744,420246,8725317.226
1962,2287608.227,472454,2220732,366465,344204,457742,9136465.612
1963,2386210.202,490625,2316765,402776,361442,496514,9533551.55
1964,2525406.922,516584,2450915,450312,389262,554449,10224885.88
1965,2624898.411,529996,2607294,501769,373814,586744,10760252.25
1966,2716726.028,540163,2778086,548841,377207,649189,11346932.3
1967,2805156.723,552277,2847549,533407,408349,721132,11769154.52
1968,2950543.865,574775,2983081,522728,418907,813984,12416760.65
1969,3112702.956,585207,3076517,567545,446872,915556,13101912.82
1970,3243118.445,599016,3081900,636937,469584,1013602,13765940.32
1971,3344676.153,611705,3178106,668646,474338,1061230,14336492.45
1972,3476248.939,633352,3346554,688186,472766,1150516,15018417.15
1973,3664830.657,675941,3536622,739414,494832,1242932,16015151.75
1974,3734793.928,666755,3526724,751924,500146,1227706,16387995.76
1975,3703845.011,665984,3516825,798346,544683,1265661,16637924.99
1976,3861124.17,680933,3701163,793568,551402,1315966,17449530.33
1977,3964828.756,695699,3868829,843097,593834,1373741,18157092.56
1978,4076083.861,720501,4089548,935083,625695,1446165,18955429.75
1979,4230093.11,740370,4228647,1007193,594510,1525477,19633162.7
1980,4289882.942,728224,4230558,1041142,637202,1568457,20029994.57
1981,4295710.957,718733,4336141,1103378,675882,1618185,20422612.15
1982,4327230.689,729861,4254870,1186387,697705,1667653,20648354.78
1983,4407012.266,755779,4433129,1287034,753942,1706380,21235635.43
1984,4517280.146,774665,4755958,1447262,783042,1773223,22204271.13
1985,4630347.561,802000,4940383,1596691,814344,1851315,22969598.67
1986,4759311.362,837280,5110480,1703670,848990,1904918,23781917.53
1987,4884239.632,877143,5290129,1883027,886154,1984142,24693768.94
1988,5071671.891,920841,5512845,2016024,978822,2107060,25753177.69
1989,5235114.791,940908,5703521,2051813,1043912,2208858,26576358.94
1990,5277592,944610,5803200,2123852,1098100,2321153,27134084.11
1991,5366507.066,931716.3072,5791930.852,2263794,1112340,2398927.769,27494233.24
1992,5435201.766,933534.8405,5985151.501,2483921,1169301,2422244.79,28077301.27
1993,5426318.397,955304.8933,6146209.837,2724344,1238272,2428241.992,28693574.44
1994,5582309.443,997587.1758,6395858.483,2997060,1328047,2454919.439,29697949.98
1995,5721433.152,1026043.723,6558150.668,3450084,1425623,2504246.458,30942238.95
1996,5815900.952,1054948.361,6803768.743,3521141,1537383,2590265.174,31990498.02
1997,5964849.015,1089522.136,7109774.55,3706647,1611108,2636147.523,33241788.24
1998,6110619,1123047,7413357,3717352,1715943,2558595,33803487.37
1999,6278174,1157194,7746169,3961441,1819937,2554893,34997327.13
2000,6517572,1211453,8032209,4319339,1899526,2628056,36688284.84
2001,6618129,1229700,8093143,4780797,2009448,2632907,37739365.46
2002,6674324,1254905,8223657,5374025,2080337,2639801,39021274.14
2003,6732461,1289685,8431121,6187983,2257166,2686224,40809563.48
2004,6874727,1331721,8738865,6699034,2426453,2750543,42950182
2005,6985549,1361019,9009770,7268725,2649687,2802803,44982587
2006,7185190,1400488,9253034,7928475,2909356,2858859,47340576
2007,7360323,1436901,9447347,8306661,3182835,2924613,49411106
2008,7402911,1446959,9485136,8908894,3415183,2904141,50973935
