ce,12.w.europe,uk,usa,china,india,japan,world.total
1905,213064,42981,84147,411340,293300,46829,
1906,215051,43361,85770,413646,295100,47227,
1907,216969,43737,87339,415965,296900,47691,
1908,219005,44124,89055,418297,298700,48260,
1909,221025,44520,90845,420642,300500,48869,
1910,223059,44916,92767,423000,302100,49518,
1911,225112,45268,94234,427662,303100,50215,
1912,226548,45426,95703,432375,303400,50941,
1913,227957,45649,97606,437140,303700,51672,1792924.703
1914,230052,46049,99505,441958,304000,52396,
1915,230245,46340,100941,446829,304200,53124,
1916,230056,46514,102364,451753,304500,53815,
1917,229286,46614,103817,456732,304800,54437,
1918,227568,46575,104958,461766,305100,54886,
1919,222505,46534,105473,466855,305300,55253,
1920,223731,46821,106881,472000,305600,55818,1863466.338
1921,222433,44072,108964,473673,307300,56490
1922,223981,44372,110484,475352,310400,57209
1923,225763,44596,112387,477037,313600,57937
1924,227572,44915,114558,478728,316700,58686
1925,229158,45059,116284,480425,319900,59522
1926,230702,45232,117857,482128,323200,60490
1927,231958,45389,119502,483837,326400,61430
1928,233260,45578,120971,485552,329700,62361
1929,234460,45672,122245,487273,333100,63244
1930,235975,45866,123668,489000,336400,64203
1931,237420,46074,124633,492640,341000,65205
1932,238602,46335,125436,496307,345800,66189
1933,239744,46520,126180,500000,350700,67182
1934,240932,46666,126978,502639,355600,68090
1935,242148,46868,127859,505292,360600,69238
1936,243333,47081,128681,507959,365700,70171
1937,244568,47289,129464,510640,370900,71278,
1938,246101,47494,130476,513336,376100,71879,
1939,247846,47991,131539,516046,381400,72364,
1940,248417,48226,132637,518770,386800,72967,2299193.275
1941,247979,48216,133922,521508,391700,74005,
1942,249048,48400,135386,524261,396300,75029,
1943,249045,48789,137272,527028,400900,76005,
1944,249088,49016,138937,529810,405600,77178,
1945,247665,49182,140474,532607,410400,76224,
1946,246921,49217,141940,535418,415200,77199,
1947,249881,49519,144688,538244,346000,78119,
1948,252881,50014,147203,541085,350000,80155,
1949,255051,50312,149770,543941,355000,81971,
1950,257065.594,50127,152271,546815,359000,83805,2527959.895
1951,258789.823,50290,154878,557480,365000,85163.848,2571662.789
1952,260158.345,50430,157553,568910,372000,86459.025,2617949.071
1953,261717.344,50593,160184,581390,379000,87655.163,2665959.455
1954,263258.23,50765,163026,595310,386000,88753.892,2716927.398
1955,264902.123,50946,165931,608655,393000,89815.06,2769073.634
1956,266698.236,51184,168903,621465,401000,90766.211,2822501.579
1957,268558.192,51430,171984,637408,409000,91563.009,2879933.664
1958,270503.032,51652,174882,653235,418000,92388.772,2939254.094
1959,272595.739,51956,177830,666005,426000,93296.566,2995909.189
1960,274720.445,52372,180671,667070,434000,94091.638,3041506.603
1961,277184.781,52807,183691,660330,444000,94943.293,3082161.224
1962,280122.531,53292,186538,665770,454000,95831.757,3135786.861
1963,282653.865,53625,189242,682335,464000,96811.94,3201354.081
1964,285131.437,53991,191889,698355,474000,97826.267,3266477.462
1965,287510.925,54350,194303,715185,485000,98882.534,3333138.067
1966,289655.436,54643,196560,735400,495000,99790.308,3402223.59
1967,291336.436,54959,198712,754550,506000,100825.279,3471463.654
1968,292905.636,55214,200706,774510,518000,101960.672,3543086.393
1969,294864.092,55461,202677,796025,529000,103171.831,3615742.882
1970,296853.935,55632,205052,818315,541000,104344.973,3691157.428
1971,298985.549,55907,207661,841105,554000,105696.786,3769818.402
1972,300726.484,56079,209896,862030,567000,107188.273,3846498.588
1973,302279.637,56210,211909,881940,580000,108706.797,3922793.352
1974,303355.947,56224,213854,900350,593000,110162.302,3997676.87
1975,303826.473,56215,215973,916395,607000,111573.116,4070670.632
1976,304028.656,56206,218035,930685,620000,112774.841,4141444.863
1977,304459.187,56179,220239,943455,634000,113872.473,4213538.649
1978,304927.99,56167,222585,956165,648000,114912.911,4286316.852
1979,305528.476,56228,225055,969005,664000,115890.431,4363144.272
1980,306396.696,56314,227726.463,981235,679000,116807.309,4439528.731
1981,307115.682,56382.597,229966.237,993861,692000,117648.092,4514837.585
1982,307501.579,56339.704,232187.835,1000281,708000,118454.974,4587307.421
1983,307762.793,56382.623,234307.207,1023288,723000,119269.949,4676388.377
1984,308090.253,56462.228,236348.292,1036825,739000,120034.697,4756521.213
1985,308517.381,56620.24,238466.283,1051040,755000,120754.335,4837719.114
1986,309148.203,56796.26,240650.755,1066790,771000,121491.913,4920967.596
1987,309825.844,56981.62,242803.533,1084035,788000,122091.325,5006671.583
1988,310849.322,57159.603,245021.414,1101630,805000,122613,5093306.051
1989,312520.209,57324.472,247341.697,1118650,822000,123107.5,5180540.356
1990,314193.377,57493.307,250131.894,1135185,839000,123537.399,5269029.228
1991,315767.915,57665.646,253492.503,1150780,853724,123946.268,5351921.725
1992,317461.031,57866.349,256894.189,1164970,869090,124329.269,5435721.521
1993,319046.312,58026.92,260255.352,1178440,884943,124668.019,5518127.088
1994,320307.609,58212.518,263435.673,1191835,901176,125014.05,5599396.187
1995,321408.666,58426.014,266557.091,1204855,917772,125341.354,5681574.956
1996,322410.643,58618.663,269667.391,1217550,934692,125645.311,5762211.774
1997,323290.437,58808.266,272911.76,1230075,951861,125956.499,5842121.553
1998,324081.016,59035.652,276115.288,1241935,969153,126246.096,5921366.35
1999,324959.907,59293.32,279294.713,1252735,986477,126494.403,5999621.854
2000,325988.929,59522.468,282158,1262645,1004124,126729,6076557.523
2001,327071.099,59723.243,284915,1271850,1021967,126972,6154790.969
2002,328021.293,59912.431,287501,1280400,1039691,127187,6231703.945
2003,328911.317,60094.648,289986,1288400,1057504,127358,6308364.377
2004,329767.362,60270.708,292806,1296075,1065070.607,127480,6374055.917
2005,330584.638,60441.457,295583,1303720,1093563,127537,6462986.555
2006,331355.156,60609.153,298442,1311020,1111714,127515,6540213.863
2007,332089.756,60776.238,301280,1317885,1129866,127433,6616689.011
2008,332772.027,60943.912,304228,1324786,1147996,127288,6694832.021
2009,333405,61113,307212,1331400,1156898,127079,6764086

2030,337677.022,64304,373504,1461528,1532464,113520,8392749.907
